id_cliente,genero,idoso,casado,dependentes,meses_cliente,servico_de_telefone,varias_linhas,servico_de_internet,seguranca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv,streaming_de_filmes,contrato,fatura_sem_papel,forma_de_pagamento,cobrancas_mensais,custos_totais,cancelou
2812-ENYMO,masculino,nao,nao,nao,26,nao,nao,DSL,sim,nao,nao,sim,sim,sim,anual,nao,cartao de credito,54.55,1362.85,nao
2717-HVIZY,feminino,nao,nao,sim,8,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.05,163.6,nao
3223-WZWJM,masculino,nao,nao,nao,26,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,83.95,2254.2,sim
3422-GALYP,masculino,nao,nao,nao,2,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,79.45,145.15,nao
9053-JZFKV,masculino,nao,nao,nao,67,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,116.2,7752.3,sim
2530-ENDWQ,feminino,nao,sim,nao,71,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,bianual,sim,transferencia bancaria,93.7,6585.35,sim
2890-WFBHU,feminino,nao,nao,nao,59,sim,sim,DSL,sim,sim,sim,sim,nao,sim,anual,nao,cartao de credito,79.85,4786.1,nao
0327-WFZSY,masculino,nao,sim,sim,39,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,anual,nao,cheque eletronico,100.0,3835.55,nao
7977-HXJKU,masculino,nao,nao,sim,21,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.6,397.0,nao
6615-ZGEDR,masculino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.7,19.7,sim
7033-CLAMM,feminino,nao,sim,sim,48,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,20.2,1027.25,nao
4023-RTIQM,feminino,sim,sim,nao,31,nao,nao,DSL,sim,sim,sim,nao,nao,sim,anual,sim,cartao de credito,50.4,1580.1,nao
0864-FVJNJ,feminino,nao,sim,sim,64,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,anual,nao,cheque eletronico,113.35,7222.75,nao
7356-IWLFW,masculino,nao,sim,sim,46,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,transferencia bancaria,80.0,3769.7,nao
9541-PWTWO,feminino,nao,nao,nao,52,sim,sim,DSL,nao,nao,sim,sim,sim,sim,bianual,sim,transferencia bancaria,80.95,4233.95,nao
3967-VQOGC,feminino,nao,sim,sim,67,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cheque,24.9,1680.25,nao
7872-RDDLZ,feminino,sim,nao,nao,67,sim,sim,DSL,nao,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,54.9,3725.5,nao
9250-WYPLL,feminino,nao,nao,nao,5,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,75.55,413.65,sim
6308-CQRBU,feminino,nao,sim,nao,71,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,bianual,nao,cheque eletronico,109.25,7707.7,nao
2754-XBHTB,feminino,nao,nao,nao,9,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,transferencia bancaria,77.65,714.15,sim
1597-LHYNC,feminino,sim,nao,nao,26,sim,sim,fibra optica,sim,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,95.0,2497.2,sim
0186-CAERR,masculino,nao,nao,nao,71,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,anual,sim,transferencia bancaria,116.3,8309.55,nao
3043-SUDUA,feminino,nao,nao,nao,32,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,19.9,601.55,nao
5442-BHQNG,feminino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,70.35,139.25,nao
2169-RRLFW,feminino,nao,sim,nao,71,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,25.6,1888.25,nao
5872-OEQNH,feminino,nao,nao,nao,60,nao,nao,DSL,sim,nao,sim,nao,nao,sim,anual,sim,cheque eletronico,44.45,2773.9,nao
3162-KKZXO,feminino,sim,nao,nao,55,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,anual,sim,cheque eletronico,100.15,5409.75,nao
7055-VKGDA,masculino,nao,nao,nao,54,sim,nao,fibra optica,sim,sim,nao,sim,sim,sim,anual,sim,cartao de credito,105.4,5643.4,sim
0754-UKWQP,masculino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,95.85,197.7,sim
8873-GLDMH,feminino,nao,nao,nao,6,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,73.85,401.3,nao
5696-JVVQY,feminino,nao,sim,sim,48,sim,nao,DSL,sim,sim,sim,nao,nao,sim,bianual,sim,cartao de credito,70.1,3238.4,nao
8946-BFWSG,masculino,nao,sim,sim,63,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,25.25,1573.05,nao
7493-TPUWZ,masculino,nao,nao,nao,1,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,79.15,79.15,sim
0547-HURJB,masculino,nao,nao,sim,12,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,21.05,235.8,nao
8904-OPDCK,masculino,sim,sim,nao,54,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,24.95,1364.75,nao
8845-LWKGE,feminino,nao,sim,sim,30,sim,nao,DSL,nao,nao,sim,sim,sim,nao,anual,sim,cheque eletronico,64.5,1985.15,nao
1577-HKTFG,feminino,nao,sim,nao,30,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,19.65,655.85,sim
8752-STIVR,feminino,nao,nao,nao,4,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,79.0,303.15,sim
0691-NIKRI,feminino,nao,nao,nao,40,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,anual,sim,cartao de credito,105.95,4335.2,nao
5022-JNQEQ,feminino,nao,sim,sim,9,sim,nao,fibra optica,nao,nao,nao,sim,nao,nao,mensal,sim,cheque eletronico,75.85,647.5,nao
4558-FANTW,feminino,nao,sim,sim,17,sim,nao,fibra optica,sim,nao,nao,sim,sim,nao,mensal,nao,cheque eletronico,91.85,1574.45,sim
3249-VHRIP,feminino,nao,nao,nao,62,nao,nao,DSL,nao,sim,sim,nao,nao,sim,bianual,sim,cartao de credito,43.6,2748.7,nao
3736-BLEPA,masculino,nao,nao,nao,28,sim,nao,fibra optica,nao,sim,nao,sim,sim,nao,anual,sim,transferencia bancaria,91.25,2483.65,nao
4701-LKOZD,feminino,nao,nao,nao,70,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,89.75,6367.2,nao
6603-QWSPR,feminino,nao,nao,nao,46,sim,nao,fibra optica,nao,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,104.4,4904.2,nao
9921-QFQUL,feminino,nao,sim,nao,23,sim,sim,fibra optica,nao,nao,sim,nao,nao,sim,mensal,nao,cheque,90.15,2044.95,nao
1929-ZCBHE,masculino,nao,sim,sim,47,nao,nao,DSL,sim,nao,sim,sim,nao,nao,anual,nao,cheque eletronico,40.3,1794.8,nao
4378-MYPGO,masculino,nao,sim,sim,68,sim,nao,fibra optica,sim,sim,sim,nao,sim,sim,bianual,sim,transferencia bancaria,105.25,7173.15,nao
8651-ENBZX,feminino,sim,nao,nao,60,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,anual,sim,cheque eletronico,106.0,6441.4,sim
4129-LYCOI,feminino,nao,nao,sim,67,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,bianual,sim,cheque eletronico,104.0,7039.05,nao
7798-JVXYM,feminino,nao,nao,nao,14,sim,nao,DSL,nao,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,69.65,921.4,nao
8647-SDTWQ,masculino,nao,sim,sim,57,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.3,4018.35,nao
2696-ECXKC,feminino,nao,sim,sim,55,sim,sim,fibra optica,sim,nao,nao,nao,sim,sim,anual,nao,cheque,100.9,5448.6,nao
2081-KJSQF,masculino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,20.25,20.25,nao
7623-TRNQN,masculino,nao,nao,sim,1,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,sim,cheque,49.9,49.9,sim
3323-CPBWR,masculino,nao,nao,nao,23,sim,sim,fibra optica,nao,nao,sim,sim,sim,nao,mensal,sim,cartao de credito,96.9,2085.45,nao
9330-IJWIO,feminino,nao,nao,nao,13,sim,sim,fibra optica,sim,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,100.35,1358.85,sim
3384-CTMSF,masculino,nao,sim,nao,47,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,104.1,5135.15,nao
0902-RFHOF,masculino,nao,nao,nao,38,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,20.1,730.1,nao
9286-DOJGF,feminino,sim,sim,nao,38,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,74.95,2869.85,sim
6048-QBXKL,feminino,sim,nao,nao,2,sim,sim,DSL,nao,sim,nao,nao,nao,nao,mensal,sim,cartao de credito,56.55,118.25,nao
9661-MHUMO,masculino,sim,sim,sim,1,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,sim,cartao de credito,49.25,49.25,sim
7718-RXDGG,masculino,nao,sim,nao,15,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,68.6,1108.6,nao
1025-FALIX,feminino,nao,nao,nao,26,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cartao de credito,69.05,1815.65,nao
3451-VAWLI,feminino,nao,sim,sim,35,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,19.7,730.4,nao
3407-QGWLG,masculino,nao,nao,sim,3,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,20.05,75.45,nao
1842-EZJMK,masculino,nao,sim,sim,50,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,mensal,nao,cheque eletronico,103.7,5071.05,sim
2347-WKKAE,masculino,nao,sim,nao,42,sim,sim,fibra optica,sim,nao,sim,nao,nao,sim,mensal,sim,cheque eletronico,94.4,4014.6,nao
8735-DCXNF,masculino,nao,sim,nao,10,sim,nao,DSL,sim,nao,nao,sim,nao,nao,mensal,sim,cartao de credito,54.95,568.85,nao
3214-IYUUQ,feminino,nao,sim,nao,61,sim,nao,fibra optica,sim,sim,nao,sim,nao,sim,anual,nao,transferencia bancaria,93.7,5860.7,nao
1936-UAFEH,feminino,nao,nao,nao,68,sim,sim,fibra optica,sim,sim,nao,sim,sim,sim,bianual,nao,cartao de credito,110.25,7279.35,nao
3587-PMCOY,masculino,nao,nao,nao,10,sim,nao,fibra optica,sim,nao,sim,nao,sim,sim,anual,sim,cheque eletronico,98.9,1064.95,nao
8079-XRJRS,masculino,nao,sim,nao,65,sim,sim,fibra optica,sim,sim,sim,nao,nao,nao,anual,nao,cheque eletronico,89.75,5769.6,sim
1027-LKKQQ,feminino,nao,sim,sim,72,sim,nao,DSL,sim,nao,sim,sim,sim,sim,bianual,sim,transferencia bancaria,80.45,5886.85,nao
7148-XZPHA,masculino,nao,sim,sim,55,sim,nao,fibra optica,nao,sim,nao,sim,nao,nao,mensal,nao,cheque eletronico,79.4,4238.45,nao
8073-IJDCM,feminino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,20.3,20.3,sim
5309-TAIKL,feminino,nao,nao,nao,7,sim,nao,DSL,nao,nao,sim,sim,nao,sim,mensal,nao,transferencia bancaria,62.8,418.3,nao
6856-RAURS,feminino,nao,nao,nao,2,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,74.9,136.05,nao
8778-LMWTJ,feminino,nao,nao,nao,9,sim,nao,fibra optica,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.85,708.2,nao
9717-IOAAF,masculino,nao,nao,sim,27,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cartao de credito,25.85,788.55,nao
8884-ADFVN,masculino,sim,sim,nao,7,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,101.95,700.85,sim
2845-KDHVX,feminino,nao,sim,nao,64,sim,nao,DSL,nao,sim,sim,sim,nao,sim,bianual,sim,cheque,68.3,4378.8,nao
0848-SOMKO,masculino,nao,nao,nao,70,nao,nao,DSL,sim,nao,sim,sim,nao,sim,bianual,nao,transferencia bancaria,48.4,3442.8,nao
2720-WGKHP,masculino,sim,nao,nao,2,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,94.0,181.7,sim
6734-FQAJX,masculino,sim,nao,nao,67,sim,nao,fibra optica,sim,sim,nao,sim,sim,sim,bianual,sim,cheque eletronico,105.05,7171.7,nao
2869-ADAWR,feminino,nao,nao,nao,45,sim,sim,fibra optica,nao,sim,nao,nao,sim,nao,mensal,sim,cartao de credito,89.3,4016.85,sim
1535-VTJOQ,feminino,nao,nao,nao,24,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,25.15,553.0,nao
6368-TZZDT,masculino,nao,sim,sim,4,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,19.5,96.85,nao
0943-ZQPXH,masculino,nao,sim,sim,44,sim,nao,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,transferencia bancaria,92.95,4122.9,nao
1293-BSEUN,feminino,nao,sim,sim,72,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cheque,20.7,1482.3,nao
9894-EZEWG,feminino,nao,nao,nao,1,sim,nao,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cartao de credito,74.3,74.3,sim
1302-TPUBN,masculino,nao,nao,nao,66,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,19.35,1240.8,nao
7851-FLGGQ,masculino,nao,nao,nao,1,nao,nao,DSL,nao,sim,nao,sim,nao,sim,mensal,sim,cheque,44.65,44.65,sim
0637-UBJRP,masculino,nao,sim,sim,13,sim,nao,fibra optica,sim,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,84.05,1095.3,sim
0940-OUQEC,masculino,nao,nao,nao,10,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,transferencia bancaria,80.7,788.8,sim
2378-VTKDH,masculino,sim,sim,nao,65,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,104.35,6578.55,nao
0927-CNGRH,masculino,nao,nao,sim,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.55,19.55,nao
8608-OZTLB,masculino,nao,sim,sim,38,sim,nao,DSL,sim,sim,sim,sim,sim,nao,anual,nao,cheque eletronico,74.05,2802.3,nao
2335-GSODA,masculino,nao,nao,sim,23,nao,nao,DSL,sim,nao,sim,sim,nao,nao,bianual,nao,cheque,40.1,857.75,nao
1952-DVVSW,feminino,nao,sim,nao,10,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,20.1,184.4,nao
0702-PGIBZ,masculino,nao,nao,sim,4,sim,sim,fibra optica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,101.7,364.55,sim
6656-GULJQ,masculino,nao,sim,sim,72,sim,sim,DSL,sim,nao,sim,sim,sim,sim,bianual,sim,cartao de credito,83.55,6093.3,nao
9853-JFZDU,feminino,nao,sim,nao,35,sim,nao,DSL,nao,sim,nao,sim,nao,nao,mensal,nao,cheque eletronico,56.85,1861.1,nao
1963-VAUKV,feminino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.4,20.4,sim
3777-XROBG,feminino,nao,sim,sim,58,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,19.55,1079.65,nao
6994-FGRHH,masculino,nao,sim,sim,70,sim,nao,fibra optica,nao,sim,sim,sim,sim,sim,anual,sim,cheque eletronico,106.15,7475.1,nao
4000-VGMQP,masculino,nao,sim,sim,38,sim,sim,DSL,nao,sim,sim,nao,sim,sim,anual,nao,cartao de credito,78.95,2862.55,nao
3999-WRNGR,feminino,nao,sim,sim,60,nao,nao,DSL,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,49.75,3069.45,nao
3466-RITXD,masculino,nao,nao,nao,26,sim,sim,fibra optica,sim,sim,nao,nao,sim,nao,mensal,sim,cartao de credito,92.4,2349.8,nao
2680-XKKNJ,feminino,nao,nao,nao,8,sim,nao,DSL,sim,sim,nao,sim,nao,nao,anual,nao,transferencia bancaria,58.2,469.25,nao
3058-HJCUY,masculino,nao,sim,sim,41,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,anual,sim,cheque eletronico,102.6,4213.35,sim
2974-GGUXS,feminino,sim,sim,nao,36,sim,sim,fibra optica,nao,sim,nao,nao,sim,nao,mensal,sim,cartao de credito,91.95,3301.05,nao
7994-XIRTR,masculino,sim,nao,nao,54,sim,nao,DSL,nao,nao,sim,sim,nao,sim,anual,nao,transferencia bancaria,65.25,3529.95,nao
3259-FDWOY,masculino,nao,sim,sim,71,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,bianual,sim,transferencia bancaria,106.0,7723.7,sim
2101-RANCD,feminino,nao,nao,nao,55,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,73.1,4144.9,nao
7921-BEPCI,feminino,nao,nao,nao,72,sim,sim,DSL,sim,sim,nao,nao,nao,nao,bianual,nao,transferencia bancaria,59.75,4265.0,nao
0807-ZABDG,feminino,nao,nao,sim,3,sim,nao,DSL,sim,nao,nao,sim,nao,nao,mensal,sim,cheque,55.1,154.65,sim
8510-TMWYB,feminino,nao,sim,sim,54,sim,sim,DSL,nao,sim,sim,nao,nao,nao,bianual,sim,transferencia bancaria,59.8,3246.45,nao
3258-ZKPAI,masculino,nao,sim,sim,72,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,116.6,8337.45,nao
1428-IEDPR,masculino,nao,nao,nao,52,sim,sim,fibra optica,sim,nao,sim,sim,sim,sim,bianual,sim,cheque eletronico,109.3,5731.4,nao
5298-GSTLM,feminino,sim,nao,nao,60,sim,sim,fibra optica,sim,nao,nao,nao,sim,sim,anual,sim,transferencia bancaria,101.4,6176.6,nao
4450-YOOHP,feminino,nao,nao,nao,39,nao,nao,DSL,nao,nao,sim,nao,sim,sim,mensal,sim,cartao de credito,50.65,1905.4,nao
6728-CZFEI,feminino,nao,nao,nao,15,sim,nao,DSL,nao,nao,nao,nao,sim,nao,anual,nao,cheque,56.15,931.9,nao
5748-RNCJT,masculino,nao,nao,nao,69,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,bianual,sim,transferencia bancaria,106.5,7348.8,sim
3653-NCRDJ,masculino,nao,sim,sim,43,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cheque,19.2,776.25,nao
6121-TNHBO,feminino,sim,nao,nao,63,sim,sim,DSL,sim,sim,sim,sim,sim,nao,anual,nao,transferencia bancaria,83.0,5243.05,nao
5119-NZPTV,masculino,sim,sim,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,70.1,141.65,nao
6519-ZHPXP,feminino,nao,sim,sim,72,sim,nao,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,108.3,7679.65,nao
7739-LAXOG,feminino,nao,sim,sim,32,sim,sim,fibra optica,nao,nao,sim,nao,nao,sim,mensal,sim,transferencia bancaria,91.05,2954.5,sim
3472-QPRCH,masculino,nao,sim,sim,40,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,25.25,1006.9,nao
8224-UAXBZ,feminino,nao,sim,nao,58,nao,nao,DSL,sim,sim,nao,nao,sim,nao,anual,sim,cheque eletronico,45.35,2540.1,nao
9610-WCESF,masculino,nao,nao,nao,67,nao,nao,DSL,sim,nao,nao,sim,sim,nao,bianual,nao,cheque eletronico,43.9,3097.2,nao
9776-CLUJA,feminino,sim,sim,nao,51,sim,sim,fibra optica,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,77.5,3807.35,sim
2486-WYVVE,masculino,nao,sim,nao,31,sim,sim,DSL,nao,nao,sim,sim,sim,sim,anual,sim,cheque,79.3,2484.0,nao
3865-ZYKAD,masculino,sim,sim,nao,69,sim,sim,fibra optica,sim,sim,nao,nao,nao,nao,mensal,sim,cartao de credito,84.9,5785.65,nao
1422-DGUBX,masculino,nao,sim,nao,32,sim,sim,fibra optica,nao,nao,nao,sim,nao,nao,anual,sim,cheque eletronico,79.25,2619.15,nao
2999-AANRQ,feminino,nao,nao,nao,21,sim,nao,DSL,sim,sim,nao,sim,sim,nao,bianual,nao,cartao de credito,71.05,1524.85,nao
8668-KNZTI,masculino,nao,nao,nao,52,sim,nao,DSL,sim,nao,sim,nao,nao,nao,anual,nao,cheque eletronico,53.75,2790.65,nao
0480-KYJVA,feminino,nao,sim,sim,72,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,24.25,1784.5,nao
6034-ZRYCV,feminino,nao,sim,nao,72,nao,nao,DSL,nao,sim,sim,nao,sim,sim,bianual,sim,cheque eletronico,54.2,3937.45,sim
9746-YKGXB,masculino,nao,sim,sim,52,nao,nao,DSL,sim,nao,sim,nao,nao,sim,anual,nao,transferencia bancaria,44.25,2276.1,nao
3926-YZVVX,feminino,nao,nao,nao,41,sim,nao,DSL,nao,nao,nao,sim,nao,nao,anual,nao,transferencia bancaria,50.05,2029.05,nao
6000-UKLWI,masculino,nao,nao,nao,41,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,20.15,802.35,nao
2079-FBMZK,feminino,nao,nao,nao,6,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,69.25,418.4,sim
6332-FBZRI,masculino,nao,sim,sim,67,sim,sim,DSL,sim,sim,sim,sim,nao,nao,anual,sim,cartao de credito,69.35,4653.25,nao
2096-XOTMO,feminino,nao,sim,sim,16,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.35,275.9,nao
3266-FTKHB,masculino,nao,nao,nao,17,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.15,343.45,nao
8221-EQDGL,masculino,nao,sim,nao,35,sim,nao,DSL,sim,sim,sim,nao,nao,nao,mensal,nao,cheque,61.0,2130.45,nao
2346-LOCWC,feminino,nao,sim,sim,58,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,20.5,1191.4,nao
6608-QQLVK,masculino,nao,nao,nao,1,sim,nao,DSL,nao,nao,sim,nao,nao,nao,mensal,sim,cheque eletronico,50.5,50.5,sim
0298-XACET,masculino,nao,sim,sim,52,nao,nao,DSL,nao,sim,sim,sim,sim,nao,bianual,nao,cheque,50.2,2554.0,nao
7560-QJAVJ,feminino,nao,nao,nao,70,sim,nao,DSL,sim,nao,sim,sim,sim,sim,bianual,nao,transferencia bancaria,79.6,5589.45,nao
2995-YWTCD,feminino,nao,sim,sim,19,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,transferencia bancaria,24.9,467.7,nao
3551-HUAZH,masculino,sim,nao,nao,1,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.4,74.4,sim
9137-UIYPG,feminino,nao,sim,sim,35,sim,nao,fibra optica,sim,nao,sim,sim,sim,sim,mensal,sim,cheque eletronico,106.9,3756.45,nao
2809-ZMYOQ,feminino,nao,nao,nao,32,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,101.35,3334.9,nao
5084-OOVCJ,feminino,nao,sim,sim,17,sim,nao,DSL,sim,nao,nao,sim,nao,nao,mensal,sim,cartao de credito,55.35,920.5,nao
0254-WWRKD,feminino,nao,sim,sim,67,sim,nao,DSL,nao,sim,nao,nao,nao,nao,anual,nao,cartao de credito,50.55,3431.75,nao
7727-SHVZV,feminino,nao,nao,nao,9,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia bancaria,19.5,150.35,nao
6302-JGYRJ,masculino,nao,nao,sim,31,sim,sim,DSL,nao,sim,nao,sim,sim,sim,anual,sim,cheque,79.45,2587.7,sim
5339-PXDVH,masculino,nao,nao,nao,4,sim,sim,fibra optica,sim,nao,nao,nao,sim,nao,mensal,nao,cheque eletronico,90.65,367.95,nao
2205-LPVGL,masculino,sim,sim,sim,58,sim,sim,fibra optica,sim,sim,nao,sim,nao,nao,anual,sim,transferencia bancaria,89.85,5125.75,nao
8782-NUUOL,masculino,nao,nao,nao,60,sim,nao,DSL,sim,nao,sim,sim,sim,sim,anual,nao,cheque,79.0,4801.1,nao
3685-YLCMQ,masculino,nao,nao,nao,58,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,anual,sim,cheque eletronico,104.65,6219.6,sim
7601-WFVZV,masculino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.55,19.55,nao
4609-KNNWG,feminino,nao,sim,sim,27,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.9,550.1,nao
4868-AADLV,masculino,sim,sim,sim,66,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,anual,sim,cheque eletronico,116.25,7862.25,nao
9529-OFXHY,masculino,nao,nao,nao,15,sim,sim,fibra optica,sim,nao,nao,nao,sim,nao,mensal,sim,transferencia bancaria,87.75,1242.2,nao
8634-MPHTR,masculino,sim,sim,nao,47,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,100.05,4871.05,sim
2669-QVCRG,feminino,nao,nao,nao,41,sim,sim,fibra optica,sim,nao,nao,nao,nao,nao,mensal,sim,cartao de credito,81.3,3190.65,nao
2478-EEWWM,masculino,nao,sim,nao,59,nao,nao,DSL,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,44.3,2666.75,nao
9174-IHETN,feminino,nao,nao,sim,50,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,70.35,3533.6,nao
2233-TXSIU,masculino,nao,sim,sim,17,nao,nao,DSL,sim,nao,sim,nao,sim,nao,anual,nao,cartao de credito,44.45,792.15,nao
9644-UMGQA,masculino,nao,sim,sim,6,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,49.15,295.65,nao
3256-EZDBI,masculino,sim,sim,nao,51,nao,nao,DSL,nao,sim,nao,nao,nao,nao,mensal,sim,cartao de credito,29.45,1459.35,nao
8761-NSOBC,masculino,nao,nao,nao,44,sim,nao,fibra optica,nao,sim,nao,sim,sim,sim,mensal,nao,cheque eletronico,100.55,4398.15,sim
