idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
51.0,blue-collar,married,primary,844.0,yes,no,29.0,may,184.0,3.0,no
30.0,blue-collar,married,secondary,321.0,yes,no,20.0,nov,738.0,2.0,no
41.0,management,married,tertiary,2781.0,yes,no,12.0,aug,95.0,2.0,no
57.0,retired,married,tertiary,34.0,no,yes,28.0,jan,139.0,1.0,no
36.0,blue-collar,married,secondary,29.0,yes,yes,31.0,jul,345.0,1.0,no
47.0,blue-collar,single,,2443.0,no,no,18.0,jun,422.0,1.0,no
37.0,admin.,divorced,secondary,3975.0,yes,no,11.0,may,163.0,2.0,no
33.0,technician,married,secondary,256.0,yes,no,18.0,nov,76.0,1.0,no
49.0,management,divorced,tertiary,696.0,yes,no,2.0,jun,310.0,3.0,no
34.0,management,married,tertiary,63.0,no,no,18.0,nov,83.0,1.0,no
54.0,blue-collar,married,primary,316.0,yes,no,14.0,may,240.0,1.0,no
39.0,blue-collar,married,primary,-119.0,no,no,17.0,jun,135.0,6.0,no
58.0,retired,single,primary,6570.0,no,no,21.0,jul,106.0,3.0,no
36.0,blue-collar,married,secondary,418.0,yes,yes,13.0,may,132.0,2.0,no
46.0,management,married,tertiary,0.0,yes,no,14.0,jul,247.0,2.0,no
,admin.,married,secondary,8784.0,yes,no,21.0,may,63.0,2.0,no
,technician,single,secondary,1970.0,no,no,17.0,apr,284.0,3.0,no
50.0,blue-collar,divorced,secondary,204.0,yes,yes,14.0,may,421.0,1.0,no
40.0,management,married,secondary,643.0,yes,no,17.0,apr,74.0,2.0,no
47.0,blue-collar,married,primary,304.0,yes,no,12.0,may,185.0,1.0,no
26.0,management,single,tertiary,1177.0,no,no,19.0,oct,116.0,1.0,no
29.0,technician,single,secondary,544.0,yes,no,13.0,may,360.0,1.0,no
38.0,management,married,tertiary,-498.0,no,no,14.0,aug,85.0,6.0,no
57.0,services,married,secondary,0.0,yes,no,14.0,may,16.0,9.0,no
47.0,blue-collar,married,primary,209.0,no,no,27.0,aug,77.0,6.0,no
56.0,blue-collar,married,,665.0,yes,no,20.0,jun,109.0,2.0,no
37.0,entrepreneur,married,tertiary,310.0,no,no,1.0,sep,76.0,1.0,no
66.0,management,married,,2149.0,yes,no,30.0,nov,151.0,6.0,no
49.0,unemployed,married,secondary,13818.0,no,no,21.0,nov,201.0,1.0,no
,,married,tertiary,526.0,no,no,26.0,aug,130.0,13.0,no
30.0,management,single,tertiary,-218.0,yes,no,27.0,aug,13.0,15.0,no
42.0,blue-collar,divorced,primary,419.0,yes,yes,14.0,may,96.0,4.0,no
55.0,technician,married,secondary,517.0,yes,yes,6.0,feb,47.0,3.0,no
33.0,admin.,single,secondary,61.0,no,no,24.0,jul,286.0,4.0,no
33.0,management,married,tertiary,0.0,yes,yes,14.0,may,83.0,2.0,no
43.0,blue-collar,married,secondary,514.0,yes,yes,20.0,apr,34.0,2.0,no
32.0,unemployed,married,secondary,365.0,yes,no,30.0,jan,210.0,3.0,no
42.0,blue-collar,married,primary,480.0,yes,no,6.0,jun,288.0,12.0,no
,entrepreneur,single,,717.0,no,no,30.0,jul,594.0,2.0,no
42.0,management,married,tertiary,24780.0,no,no,6.0,aug,184.0,2.0,no
37.0,admin.,married,secondary,1396.0,yes,no,22.0,jul,199.0,2.0,no
,services,married,secondary,414.0,yes,no,7.0,may,215.0,1.0,no
57.0,admin.,divorced,secondary,3100.0,no,yes,29.0,jul,165.0,2.0,no
33.0,admin.,married,secondary,0.0,no,yes,6.0,feb,214.0,5.0,no
57.0,management,married,tertiary,1218.0,yes,no,18.0,jul,317.0,6.0,no
30.0,technician,divorced,secondary,789.0,yes,no,12.0,may,356.0,1.0,no
,management,married,tertiary,859.0,yes,yes,4.0,aug,182.0,3.0,no
33.0,technician,married,secondary,0.0,no,no,25.0,aug,296.0,8.0,no
33.0,blue-collar,married,primary,3868.0,yes,no,2.0,jun,445.0,1.0,no
,management,married,tertiary,232.0,yes,no,29.0,jan,32.0,1.0,no
38.0,blue-collar,divorced,secondary,1686.0,yes,no,19.0,jun,9.0,28.0,no
60.0,blue-collar,married,primary,29184.0,no,no,15.0,jun,94.0,2.0,no
36.0,technician,single,secondary,144.0,no,no,26.0,may,87.0,1.0,no
27.0,services,single,secondary,194.0,yes,no,16.0,may,326.0,1.0,no
32.0,entrepreneur,single,tertiary,7641.0,yes,yes,21.0,nov,39.0,10.0,no
45.0,blue-collar,married,primary,351.0,yes,no,19.0,jun,66.0,1.0,no
28.0,management,single,tertiary,150.0,yes,no,8.0,may,491.0,1.0,no
57.0,retired,married,primary,1532.0,no,no,6.0,feb,286.0,3.0,no
37.0,self-employed,married,secondary,1549.0,yes,no,20.0,jun,161.0,7.0,no
47.0,management,married,tertiary,1057.0,no,no,4.0,aug,488.0,2.0,no
35.0,management,married,secondary,839.0,yes,no,23.0,may,50.0,3.0,no
32.0,blue-collar,divorced,secondary,880.0,yes,yes,4.0,jun,112.0,1.0,no
41.0,admin.,single,secondary,4464.0,yes,no,21.0,jul,1425.0,2.0,no
35.0,technician,married,tertiary,6.0,yes,no,18.0,nov,47.0,1.0,no
26.0,technician,single,secondary,0.0,no,yes,30.0,jul,65.0,26.0,no
47.0,technician,divorced,tertiary,694.0,yes,no,11.0,may,1001.0,4.0,no
36.0,blue-collar,married,secondary,153.0,yes,no,8.0,may,263.0,1.0,no
46.0,management,married,tertiary,110.0,yes,yes,20.0,aug,243.0,5.0,no
30.0,management,single,tertiary,640.0,no,no,6.0,feb,124.0,4.0,no
44.0,blue-collar,married,secondary,3060.0,yes,no,20.0,nov,113.0,1.0,no
47.0,technician,divorced,secondary,2836.0,no,yes,14.0,aug,10.0,2.0,no
49.0,blue-collar,married,secondary,1127.0,yes,yes,17.0,apr,162.0,2.0,no
55.0,technician,married,tertiary,11.0,no,no,21.0,aug,588.0,2.0,no
56.0,blue-collar,married,,982.0,yes,yes,7.0,may,135.0,2.0,no
28.0,services,married,secondary,222.0,yes,no,29.0,may,101.0,23.0,no
34.0,admin.,divorced,secondary,627.0,yes,no,7.0,may,283.0,2.0,no
55.0,management,married,tertiary,5010.0,no,no,18.0,nov,530.0,1.0,no
27.0,student,single,,468.0,no,no,4.0,feb,270.0,2.0,no
38.0,management,divorced,tertiary,155.0,yes,no,20.0,jun,25.0,26.0,no
43.0,services,married,secondary,2478.0,yes,no,28.0,jan,347.0,1.0,no
55.0,management,divorced,tertiary,668.0,no,no,28.0,aug,25.0,6.0,no
30.0,blue-collar,married,primary,35.0,yes,no,11.0,jul,366.0,2.0,no
48.0,blue-collar,married,primary,3304.0,no,no,11.0,jun,409.0,3.0,no
30.0,blue-collar,married,secondary,0.0,yes,no,26.0,may,30.0,1.0,no
58.0,,married,primary,237.0,no,no,18.0,jul,200.0,3.0,no
39.0,,single,,0.0,no,no,28.0,jan,28.0,1.0,no
35.0,technician,single,secondary,-54.0,yes,no,30.0,may,70.0,2.0,no
41.0,blue-collar,married,secondary,0.0,no,no,5.0,jun,85.0,2.0,no
32.0,technician,married,tertiary,240.0,yes,yes,14.0,jul,86.0,3.0,no
48.0,technician,married,secondary,759.0,yes,no,28.0,jul,84.0,5.0,no
76.0,retired,married,,992.0,no,no,27.0,oct,139.0,2.0,no
43.0,management,married,tertiary,1379.0,yes,no,27.0,may,383.0,3.0,no
46.0,,married,tertiary,8564.0,no,no,2.0,aug,397.0,2.0,no
59.0,retired,married,,0.0,no,no,25.0,aug,213.0,4.0,no
29.0,management,single,tertiary,119.0,yes,no,28.0,may,136.0,2.0,no
,technician,married,secondary,450.0,no,yes,20.0,nov,111.0,2.0,no
36.0,admin.,married,secondary,746.0,yes,no,17.0,nov,581.0,3.0,no
46.0,self-employed,single,primary,2032.0,no,no,30.0,jul,424.0,2.0,no
37.0,management,married,tertiary,636.0,no,yes,5.0,jun,338.0,2.0,no
48.0,technician,married,secondary,-938.0,yes,no,7.0,may,134.0,1.0,no
,management,single,tertiary,2007.0,yes,no,20.0,may,253.0,1.0,no
39.0,blue-collar,divorced,secondary,33.0,no,no,29.0,jan,593.0,4.0,no
39.0,management,single,,2887.0,yes,no,7.0,may,42.0,2.0,no
39.0,,married,secondary,1444.0,no,no,19.0,nov,100.0,1.0,no
55.0,management,married,tertiary,42.0,yes,no,11.0,may,386.0,2.0,no
54.0,retired,married,secondary,522.0,no,yes,14.0,jul,81.0,3.0,no
32.0,,married,secondary,0.0,no,no,21.0,aug,435.0,2.0,no
37.0,blue-collar,married,secondary,3884.0,yes,no,20.0,apr,28.0,5.0,no
36.0,services,married,secondary,472.0,yes,no,19.0,jun,1017.0,1.0,no
60.0,retired,married,secondary,2060.0,no,no,26.0,mar,454.0,1.0,no
25.0,services,single,secondary,628.0,no,no,8.0,jul,266.0,1.0,no
50.0,management,married,tertiary,398.0,no,no,30.0,jul,1567.0,5.0,no
59.0,retired,married,secondary,417.0,yes,no,7.0,may,476.0,2.0,no
58.0,unemployed,married,secondary,610.0,yes,no,29.0,jul,246.0,2.0,no
49.0,technician,single,tertiary,2585.0,no,no,11.0,jun,64.0,1.0,no
47.0,technician,married,secondary,321.0,yes,yes,4.0,jul,111.0,1.0,no
38.0,services,married,primary,0.0,yes,no,17.0,nov,960.0,2.0,no
32.0,management,single,tertiary,4.0,no,no,29.0,jan,181.0,1.0,no
40.0,blue-collar,single,,29.0,no,no,7.0,jul,118.0,2.0,no
50.0,technician,married,secondary,892.0,yes,yes,15.0,may,234.0,1.0,no
35.0,management,single,tertiary,0.0,no,yes,14.0,aug,370.0,4.0,no
47.0,admin.,married,secondary,1387.0,yes,no,14.0,oct,158.0,1.0,no
27.0,admin.,single,secondary,454.0,no,yes,15.0,jul,331.0,2.0,no
48.0,,single,secondary,71.0,no,no,28.0,aug,97.0,3.0,no
40.0,blue-collar,married,primary,-35.0,yes,no,18.0,may,194.0,3.0,no
35.0,self-employed,married,secondary,2251.0,no,no,19.0,aug,151.0,8.0,no
39.0,,married,primary,2460.0,no,no,11.0,jul,194.0,3.0,no
34.0,blue-collar,married,secondary,34.0,no,no,30.0,jan,379.0,1.0,no
36.0,admin.,single,secondary,1281.0,no,no,24.0,jul,119.0,2.0,no
56.0,blue-collar,divorced,primary,3021.0,no,no,9.0,jun,419.0,2.0,no
30.0,technician,married,tertiary,141.0,no,no,29.0,jan,166.0,2.0,no
51.0,blue-collar,married,secondary,500.0,no,no,14.0,may,471.0,1.0,no
41.0,blue-collar,married,secondary,1459.0,no,no,5.0,jun,82.0,1.0,no
35.0,admin.,married,secondary,-244.0,yes,yes,6.0,may,118.0,1.0,no
,management,married,tertiary,1356.0,yes,no,9.0,nov,371.0,2.0,no
25.0,blue-collar,single,primary,-289.0,yes,no,13.0,may,56.0,2.0,no
34.0,management,single,tertiary,1396.0,yes,no,17.0,jul,630.0,1.0,no
29.0,services,single,secondary,9.0,no,yes,8.0,jul,202.0,2.0,no
33.0,services,married,secondary,70.0,yes,no,21.0,jul,333.0,3.0,no
43.0,admin.,married,secondary,877.0,yes,no,2.0,feb,135.0,1.0,no
47.0,blue-collar,married,primary,113.0,yes,no,13.0,may,276.0,1.0,no
35.0,admin.,single,secondary,368.0,yes,no,16.0,may,218.0,3.0,no
49.0,entrepreneur,married,secondary,89.0,yes,no,12.0,may,351.0,1.0,no
41.0,services,married,primary,450.0,yes,no,14.0,may,374.0,2.0,no
49.0,services,married,,463.0,yes,no,15.0,jul,541.0,2.0,no
44.0,blue-collar,married,secondary,1397.0,no,no,20.0,nov,326.0,1.0,no
32.0,services,single,secondary,310.0,yes,no,6.0,may,144.0,1.0,no
27.0,self-employed,single,tertiary,270.0,yes,no,27.0,may,470.0,2.0,no
,technician,married,secondary,65.0,no,no,25.0,nov,99.0,1.0,no
55.0,admin.,married,secondary,865.0,yes,no,8.0,jul,105.0,1.0,no
60.0,retired,married,secondary,7.0,no,yes,18.0,aug,87.0,5.0,no
27.0,management,single,secondary,145.0,yes,no,5.0,may,121.0,4.0,no
58.0,self-employed,married,tertiary,327.0,no,yes,14.0,jul,145.0,2.0,no
42.0,blue-collar,married,secondary,429.0,yes,no,18.0,may,110.0,1.0,no
,services,married,secondary,1167.0,yes,yes,20.0,nov,279.0,1.0,no
30.0,management,single,tertiary,2995.0,yes,no,18.0,nov,329.0,1.0,no
32.0,management,single,tertiary,974.0,yes,no,3.0,jun,228.0,1.0,no
56.0,self-employed,married,secondary,784.0,no,yes,30.0,jul,149.0,2.0,no
57.0,retired,divorced,secondary,316.0,no,no,28.0,jan,935.0,2.0,no
57.0,management,married,tertiary,0.0,yes,no,21.0,nov,67.0,1.0,no
39.0,technician,married,secondary,211.0,no,no,6.0,feb,53.0,2.0,no
37.0,blue-collar,married,secondary,342.0,yes,no,12.0,may,340.0,2.0,no
32.0,management,married,tertiary,628.0,no,no,30.0,apr,280.0,1.0,no
41.0,blue-collar,married,secondary,0.0,yes,no,1.0,apr,625.0,2.0,no
49.0,unemployed,married,secondary,769.0,yes,no,14.0,may,257.0,1.0,no
36.0,blue-collar,divorced,secondary,2278.0,yes,no,23.0,may,152.0,2.0,no
58.0,retired,married,primary,1351.0,yes,no,17.0,apr,392.0,3.0,no
58.0,technician,married,,49.0,yes,no,15.0,may,75.0,2.0,no
33.0,services,married,secondary,1082.0,yes,yes,19.0,nov,351.0,1.0,no
,management,single,tertiary,5691.0,yes,no,21.0,jul,357.0,1.0,no
46.0,blue-collar,divorced,primary,916.0,yes,no,11.0,may,472.0,2.0,no
42.0,unemployed,divorced,secondary,325.0,yes,no,28.0,may,97.0,4.0,no
46.0,admin.,married,secondary,0.0,yes,yes,20.0,apr,239.0,2.0,no
47.0,management,married,tertiary,2475.0,yes,no,20.0,nov,1476.0,4.0,no
42.0,self-employed,married,primary,3717.0,no,no,20.0,jun,235.0,1.0,no
,entrepreneur,married,secondary,288.0,no,no,6.0,may,69.0,1.0,no
,admin.,married,secondary,1130.0,yes,no,23.0,jul,236.0,5.0,no
39.0,blue-collar,married,primary,2715.0,yes,no,2.0,jun,201.0,3.0,no
57.0,blue-collar,married,primary,23.0,yes,no,31.0,jul,25.0,8.0,no
29.0,blue-collar,single,secondary,0.0,no,no,6.0,feb,437.0,2.0,no
32.0,blue-collar,single,secondary,-84.0,yes,no,11.0,may,426.0,1.0,no
38.0,self-employed,married,secondary,290.0,yes,no,20.0,may,369.0,1.0,no
34.0,self-employed,single,tertiary,36.0,no,no,28.0,jan,55.0,1.0,no
35.0,admin.,married,secondary,-488.0,yes,no,2.0,jun,97.0,4.0,no
55.0,blue-collar,married,secondary,-473.0,yes,no,26.0,may,233.0,1.0,no
42.0,management,married,tertiary,1272.0,yes,no,5.0,may,117.0,1.0,no
32.0,management,married,secondary,0.0,no,no,20.0,aug,162.0,4.0,no
50.0,management,divorced,primary,-6.0,yes,no,19.0,may,92.0,2.0,no
56.0,admin.,married,secondary,510.0,yes,no,10.0,jul,288.0,1.0,no
36.0,technician,single,secondary,818.0,yes,yes,19.0,aug,96.0,4.0,no
49.0,management,married,secondary,543.0,yes,no,20.0,may,213.0,3.0,no
48.0,management,married,tertiary,7867.0,yes,yes,30.0,may,306.0,3.0,no
32.0,technician,single,tertiary,1212.0,yes,no,23.0,may,463.0,2.0,no
35.0,management,married,secondary,533.0,no,no,6.0,aug,221.0,12.0,no
48.0,management,married,tertiary,291.0,yes,no,23.0,jul,350.0,2.0,no
40.0,services,single,secondary,573.0,yes,no,14.0,may,329.0,1.0,no
55.0,retired,married,secondary,1279.0,yes,no,13.0,may,446.0,3.0,no
50.0,blue-collar,married,primary,280.0,yes,no,18.0,jun,61.0,23.0,no
55.0,technician,married,,574.0,yes,no,29.0,jan,243.0,2.0,no
26.0,blue-collar,single,secondary,658.0,no,yes,23.0,jul,34.0,4.0,no
34.0,technician,married,secondary,2019.0,yes,yes,27.0,jun,102.0,1.0,no
45.0,management,married,tertiary,22815.0,no,no,26.0,aug,653.0,8.0,no
44.0,entrepreneur,married,secondary,887.0,yes,no,17.0,apr,519.0,1.0,no
34.0,management,married,tertiary,303.0,yes,no,29.0,jan,50.0,1.0,no
39.0,services,single,secondary,326.0,yes,no,27.0,may,115.0,1.0,no
,management,single,secondary,453.0,yes,no,9.0,may,384.0,2.0,no
27.0,management,single,tertiary,0.0,no,yes,8.0,jul,46.0,1.0,no
41.0,management,married,tertiary,4063.0,yes,no,12.0,may,14.0,5.0,no
45.0,technician,married,secondary,2403.0,no,no,21.0,nov,207.0,1.0,no
28.0,services,single,secondary,123.0,yes,no,6.0,may,115.0,1.0,no
39.0,unemployed,married,secondary,270.0,yes,no,3.0,jun,116.0,1.0,no
,technician,single,tertiary,424.0,no,no,29.0,jan,106.0,1.0,no
,management,married,tertiary,1230.0,yes,no,27.0,may,290.0,4.0,no
,admin.,single,secondary,387.0,yes,no,13.0,may,228.0,2.0,no
35.0,technician,single,primary,744.0,yes,no,7.0,apr,1096.0,1.0,no
32.0,technician,single,tertiary,696.0,no,yes,13.0,aug,101.0,4.0,no
49.0,management,married,tertiary,4594.0,no,no,11.0,aug,157.0,3.0,no
42.0,entrepreneur,married,secondary,1002.0,no,no,20.0,jun,109.0,3.0,no
,management,single,tertiary,-173.0,yes,no,6.0,may,396.0,2.0,no
35.0,services,single,secondary,1239.0,yes,no,5.0,may,60.0,2.0,no
,technician,single,secondary,354.0,no,yes,22.0,aug,186.0,2.0,no
45.0,admin.,single,secondary,375.0,no,yes,22.0,sep,10.0,1.0,no
24.0,blue-collar,single,secondary,3.0,yes,no,15.0,may,311.0,1.0,no
49.0,self-employed,divorced,secondary,6116.0,yes,no,21.0,nov,43.0,1.0,no
36.0,self-employed,married,tertiary,4515.0,yes,no,17.0,jun,408.0,2.0,no
28.0,blue-collar,single,tertiary,727.0,yes,no,6.0,jun,144.0,4.0,no
54.0,retired,married,secondary,3846.0,yes,yes,19.0,jun,216.0,2.0,no
27.0,blue-collar,single,primary,1128.0,yes,no,30.0,jun,88.0,4.0,no
34.0,management,divorced,tertiary,1173.0,no,yes,18.0,jul,93.0,1.0,no
40.0,management,single,tertiary,27.0,no,no,27.0,aug,165.0,6.0,no
32.0,admin.,single,tertiary,328.0,yes,yes,26.0,jun,271.0,1.0,no
41.0,admin.,married,secondary,0.0,yes,no,17.0,nov,595.0,2.0,no
38.0,services,single,primary,-87.0,yes,no,13.0,may,531.0,1.0,no
35.0,admin.,single,secondary,2830.0,no,no,20.0,jun,22.0,12.0,no
,technician,married,secondary,4.0,no,no,20.0,may,199.0,4.0,no
47.0,entrepreneur,married,secondary,0.0,no,no,19.0,jun,563.0,2.0,no
41.0,admin.,married,secondary,80.0,no,no,19.0,nov,202.0,1.0,no
29.0,admin.,single,secondary,2768.0,yes,no,2.0,jun,121.0,4.0,no
33.0,management,married,tertiary,5.0,yes,no,7.0,aug,12.0,1.0,no
89.0,retired,married,tertiary,553.0,no,no,19.0,aug,2027.0,5.0,no
54.0,blue-collar,married,secondary,-102.0,yes,no,27.0,aug,164.0,7.0,no
72.0,retired,married,primary,2079.0,no,no,13.0,aug,100.0,1.0,no
29.0,blue-collar,married,secondary,1.0,yes,no,6.0,may,215.0,1.0,no
41.0,blue-collar,married,secondary,598.0,yes,no,12.0,may,69.0,3.0,no
39.0,,married,primary,34.0,yes,no,14.0,jul,377.0,3.0,no
41.0,services,divorced,secondary,-19.0,yes,no,19.0,may,201.0,1.0,no
,blue-collar,married,primary,292.0,yes,yes,30.0,may,30.0,18.0,no
32.0,services,married,secondary,144.0,yes,no,19.0,may,260.0,11.0,no
52.0,admin.,married,secondary,1113.0,no,yes,8.0,jul,83.0,1.0,no
41.0,entrepreneur,married,tertiary,121.0,yes,no,5.0,may,456.0,1.0,no
45.0,management,married,tertiary,904.0,yes,yes,20.0,jun,14.0,9.0,no
29.0,admin.,single,secondary,-498.0,yes,no,2.0,feb,99.0,3.0,no
32.0,admin.,married,tertiary,0.0,yes,no,5.0,may,138.0,1.0,no
35.0,blue-collar,married,secondary,67.0,no,no,20.0,may,60.0,6.0,no
54.0,technician,married,secondary,3967.0,no,yes,29.0,jul,90.0,3.0,no
41.0,self-employed,married,secondary,305.0,yes,no,13.0,may,174.0,2.0,no
42.0,blue-collar,married,primary,260.0,yes,no,31.0,jul,175.0,2.0,no
59.0,management,divorced,tertiary,258.0,yes,no,20.0,apr,33.0,1.0,no
58.0,retired,married,primary,0.0,no,no,4.0,aug,506.0,1.0,no
32.0,services,single,secondary,72.0,no,no,28.0,jul,88.0,9.0,no
56.0,technician,single,primary,145.0,yes,no,6.0,feb,124.0,2.0,no
50.0,management,divorced,tertiary,2564.0,yes,no,21.0,nov,124.0,4.0,no
45.0,services,married,primary,7811.0,no,no,16.0,jun,143.0,2.0,no
59.0,retired,married,secondary,5744.0,no,no,18.0,jun,632.0,1.0,no
47.0,blue-collar,married,primary,673.0,yes,yes,6.0,jun,118.0,4.0,no
54.0,management,single,secondary,602.0,no,no,30.0,jul,101.0,2.0,no
40.0,services,married,secondary,9374.0,yes,no,21.0,nov,7.0,8.0,no
37.0,management,married,tertiary,5016.0,no,no,8.0,aug,119.0,1.0,no
29.0,blue-collar,married,secondary,508.0,yes,yes,19.0,jun,262.0,5.0,no
36.0,blue-collar,married,primary,156.0,yes,no,21.0,nov,219.0,2.0,no
33.0,management,married,tertiary,0.0,yes,no,9.0,jul,310.0,1.0,no
32.0,management,divorced,tertiary,12.0,no,no,17.0,jul,321.0,1.0,no
,technician,married,secondary,7984.0,yes,no,2.0,feb,151.0,1.0,no
33.0,services,married,secondary,255.0,yes,yes,21.0,nov,588.0,2.0,no
36.0,admin.,married,tertiary,211.0,yes,no,5.0,may,146.0,2.0,no
43.0,unemployed,divorced,secondary,1854.0,no,no,13.0,nov,131.0,2.0,no
45.0,self-employed,married,tertiary,-497.0,yes,yes,15.0,may,217.0,1.0,no
52.0,services,married,secondary,431.0,no,no,26.0,aug,73.0,17.0,no
48.0,blue-collar,divorced,secondary,-314.0,yes,no,18.0,may,7.0,5.0,no
40.0,management,married,tertiary,552.0,no,no,28.0,jul,761.0,8.0,no
,technician,married,secondary,465.0,yes,no,12.0,may,259.0,3.0,no
34.0,services,single,secondary,544.0,yes,no,27.0,may,257.0,2.0,no
54.0,blue-collar,married,primary,-636.0,yes,no,30.0,may,324.0,3.0,no
40.0,management,married,tertiary,7780.0,no,no,4.0,may,364.0,1.0,no
55.0,unemployed,single,primary,274.0,no,no,9.0,feb,7.0,5.0,no
33.0,management,married,tertiary,1148.0,no,no,19.0,nov,299.0,1.0,no
50.0,management,married,tertiary,67.0,no,yes,20.0,jun,156.0,3.0,no
59.0,retired,divorced,secondary,914.0,no,no,28.0,jan,192.0,1.0,no
40.0,services,married,secondary,1293.0,yes,no,13.0,apr,128.0,3.0,no
45.0,admin.,married,secondary,111.0,yes,no,11.0,aug,173.0,1.0,no
32.0,management,married,tertiary,937.0,no,no,28.0,aug,90.0,1.0,no
50.0,blue-collar,married,,605.0,yes,no,15.0,may,200.0,1.0,no
58.0,blue-collar,married,secondary,1457.0,yes,no,8.0,jul,144.0,4.0,no
38.0,management,married,tertiary,1617.0,yes,no,16.0,apr,691.0,1.0,no
57.0,technician,married,secondary,29207.0,yes,no,21.0,nov,232.0,2.0,no
,blue-collar,married,secondary,812.0,yes,no,23.0,sep,245.0,1.0,no
69.0,retired,married,primary,324.0,no,no,12.0,aug,875.0,1.0,no
26.0,admin.,single,secondary,1327.0,no,no,30.0,mar,171.0,4.0,no
30.0,admin.,married,secondary,482.0,no,no,23.0,apr,86.0,1.0,no
49.0,blue-collar,married,secondary,134.0,yes,yes,27.0,may,265.0,2.0,no
36.0,blue-collar,married,primary,347.0,no,no,4.0,feb,167.0,2.0,no
37.0,technician,married,secondary,1824.0,yes,no,3.0,jul,112.0,2.0,no
55.0,blue-collar,divorced,primary,410.0,no,yes,11.0,jul,221.0,2.0,no
36.0,management,single,tertiary,-38.0,yes,no,14.0,may,784.0,1.0,no
,self-employed,married,secondary,581.0,yes,no,13.0,oct,845.0,1.0,no
30.0,technician,divorced,secondary,3100.0,yes,no,21.0,may,154.0,4.0,no
36.0,services,married,secondary,0.0,yes,yes,15.0,jul,201.0,4.0,no
50.0,self-employed,married,secondary,1138.0,no,no,14.0,aug,219.0,10.0,no
,,married,,0.0,no,no,25.0,aug,209.0,5.0,no
39.0,services,married,secondary,304.0,yes,yes,9.0,may,323.0,1.0,no
,technician,married,tertiary,313.0,yes,no,27.0,aug,114.0,2.0,no
49.0,blue-collar,married,primary,1898.0,no,no,21.0,aug,159.0,1.0,no
35.0,services,married,secondary,142.0,yes,no,20.0,nov,315.0,2.0,no
45.0,blue-collar,married,primary,4696.0,no,no,17.0,jun,99.0,1.0,no
30.0,management,single,secondary,135.0,no,no,14.0,aug,112.0,2.0,no
47.0,self-employed,married,primary,574.0,yes,no,20.0,nov,137.0,5.0,no
37.0,blue-collar,married,primary,1322.0,yes,no,21.0,nov,14.0,8.0,no
35.0,technician,married,tertiary,703.0,no,no,20.0,apr,169.0,1.0,no
41.0,management,single,tertiary,0.0,no,no,7.0,aug,91.0,2.0,no
35.0,unemployed,married,secondary,1.0,yes,no,28.0,jul,173.0,8.0,no
60.0,retired,married,primary,55.0,no,no,4.0,jun,207.0,1.0,no
58.0,technician,married,secondary,786.0,yes,no,7.0,may,165.0,3.0,no
28.0,management,married,tertiary,22.0,yes,no,31.0,jul,59.0,3.0,no
57.0,unemployed,married,secondary,890.0,no,no,5.0,feb,343.0,4.0,no
35.0,management,married,tertiary,451.0,yes,no,17.0,apr,220.0,6.0,no
54.0,admin.,married,tertiary,59.0,yes,no,10.0,jul,268.0,1.0,no
,management,single,tertiary,15.0,no,no,11.0,aug,119.0,2.0,no
32.0,blue-collar,single,secondary,15341.0,no,no,21.0,may,738.0,3.0,no
56.0,admin.,single,secondary,-273.0,no,no,8.0,jul,119.0,2.0,no
35.0,self-employed,married,tertiary,28.0,no,yes,8.0,jul,259.0,1.0,no
33.0,blue-collar,married,secondary,58.0,no,no,16.0,may,144.0,2.0,no
50.0,technician,married,secondary,103.0,yes,no,3.0,feb,109.0,4.0,no
46.0,management,single,secondary,244.0,yes,no,15.0,may,244.0,1.0,no
35.0,services,married,secondary,0.0,no,no,9.0,jun,115.0,4.0,no
49.0,admin.,married,secondary,880.0,yes,yes,18.0,may,22.0,3.0,no
56.0,management,divorced,tertiary,-141.0,no,no,28.0,jul,101.0,4.0,no
33.0,blue-collar,single,primary,447.0,yes,no,9.0,may,180.0,2.0,no
37.0,entrepreneur,married,primary,62.0,no,no,31.0,jul,404.0,2.0,no
30.0,blue-collar,single,secondary,148.0,no,no,2.0,apr,206.0,1.0,no
34.0,admin.,single,secondary,79.0,yes,no,28.0,jul,219.0,3.0,no
29.0,blue-collar,single,secondary,9.0,yes,no,11.0,may,262.0,3.0,no
32.0,management,married,tertiary,578.0,no,yes,22.0,jul,29.0,2.0,no
29.0,blue-collar,married,primary,-382.0,yes,no,28.0,jul,35.0,2.0,no
50.0,blue-collar,married,primary,888.0,no,yes,10.0,jul,160.0,3.0,no
58.0,technician,single,secondary,382.0,no,no,13.0,aug,460.0,2.0,no
30.0,management,married,tertiary,1390.0,no,no,20.0,aug,552.0,4.0,no
52.0,entrepreneur,married,primary,-104.0,no,yes,10.0,jul,124.0,1.0,no
39.0,management,married,tertiary,22.0,yes,no,2.0,jun,493.0,1.0,no
43.0,technician,divorced,secondary,-36.0,yes,no,17.0,nov,190.0,1.0,no
51.0,technician,married,secondary,130.0,no,no,22.0,aug,547.0,3.0,no
38.0,admin.,single,secondary,77.0,no,no,20.0,nov,441.0,4.0,no
30.0,self-employed,single,secondary,1031.0,no,no,20.0,oct,7.0,1.0,no
52.0,management,divorced,primary,92.0,no,yes,16.0,jul,469.0,7.0,no
